"ID","Time","LifeSatisfaction","ConnectToPeople","StuckUnableChange","PaidAttToImport","HurtConnect","PersonalImpor","ExperienceRangeEmotions","StruggledToKeepDoing","NoMeaningfulChallenge","AbleToChangeBehavior","StuckToStrategies","NoOutletForFeelings","Complying","ThinkingHelpedLife","ThinkingGotInWay","HurtHealth","StruggledToConnectMoments","ImportantChallenge","HelpHealth"
"RLKE",28,57,69,69,62,56,58,60,61,63,64,46,39,60,65,61,2,61,52,65
"RLKE",29,76,58,60,67,60,100,63,34,61,34,61,30,65,69,68,13,13,84,57
"RLKE",30,74,63,58,57,68,58,63,20,64,65,35,32,33,62,63,14,33,62,77
"RLKE",31,57,57,62,63,76,70,44,51,47,52,48,54,54,54,55,28,28,60,71
"RLKE",32,72,66,77,70,78,73,64,72,31,76,83,30,75,64,69,29,60,63,29
"RLKE",33,64,56,58,60,58,58,61,66,62,62,59,64,63,60,60,29,18,42,62
"RLKE",34,56,60,58,61,65,61,60,57,60,62,63,62,62,66,63,30,40,66,61
"RLKE",35,58,63,68,71,66,70,64,64,37,60,64,60,73,58,33,5,22,38,43
"RLKE",36,68,60,61,63,62,63,62,65,66,62,67,65,65,65,62,36,34,59,62
"RLKE",37,58,57,60,67,61,79,63,63,66,36,65,36,29,29,37,10,67,70,59
"RLKE",38,76,59,59,71,62,36,61,35,27,63,61,60,40,36,67,29,22,40,59
"RLKE",39,70,56,60,62,38,16,55,59,37,65,79,36,63,31,34,10,37,73,56
"RLKE",40,57,58,55,64,61,61,64,27,29,65,33,24,63,62,29,20,63,67,33
"RLKE",41,58,64,66,71,62,63,64,62,62,37,17,62,64,33,24,7,41,31,37
"RLKE",42,56,61,58,62,64,65,64,64,87,27,84,29,66,68,61,12,71,63,35
"RLKE",43,63,64,61,66,68,60,64,36,29,66,39,25,66,32,28,18,25,34,65
"RLKE",44,63,61,57,60,65,33,67,29,19,67,63,33,31,34,26,9,14,21,25
"RLKE",45,69,65,61,34,30,65,66,58,40,66,20,22,24,64,34,7,20,26,21
"RLKE",46,70,60,58,67,63,63,64,63,64,78,32,70,28,32,71,14,17,18,40
"RLKE",47,56,64,61,63,39,18,34,63,32,28,56,33,26,27,26,19,25,65,23
"RLKE",48,51,57,65,63,41,35,65,55,41,61,69,61,63,39,64,14,14,40,17
"RLKE",49,36,63,61,65,64,65,59,33,59,61,37,28,33,63,37,11,32,60,39
"RLKE",50,48,63,67,92,36,38,60,36,34,27,17,13,63,73,28,15,17,40,37
"RLKE",51,63,66,59,56,61,64,64,64,65,60,36,36,62,33,64,37,35,34,37
"RLKE",52,36,61,58,63,36,60,36,35,36,61,30,64,39,33,60,18,59,35,32
"RLKE",53,29,55,60,68,38,58,41,57,25,28,25,59,31,35,32,13,30,61,21
"RLKE",54,32,62,62,66,68,67,66,63,32,29,69,38,64,63,38,59,39,34,38
"RLKE",55,52,60,62,68,39,38,23,60,27,32,66,32,27,35,61,1,38,33,20
"RLKE",56,56,65,61,69,60,65,64,61,64,62,67,63,63,63,70,19,26,28,40
"RLKE",57,38,36,31,24,33,28,24,27,21,27,26,29,20,21,20,0,75,19,15
"RLKE",58,49,34,29,31,35,34,61,38,37,37,66,59,61,36,64,13,59,36,28
"RLKE",59,46,62,62,61,60,64,61,62,62,63,61,35,32,65,36,16,32,31,66
"RLKE",60,40,64,68,62,37,63,61,36,35,39,36,34,59,36,62,19,37,36,37
"RLKE",61,65,51,58,58,60,39,55,54,46,56,41,40,41,60,39,3,19,63,42
"RLKE",62,68,57,60,63,64,60,62,62,57,64,60,65,62,64,61,25,22,57,61
"RLKE",63,67,59,61,64,60,61,61,38,61,36,32,32,33,35,34,8,37,37,36
"RLKE",64,44,60,61,40,65,42,31,20,39,65,38,32,36,30,30,7,22,31,29
"SNJI",1,74,74,24,90,29,89,75,20,19,74,75,20,23,100,64,10,39,90,69
"SNJI",2,70,75,19,87,20,86,88,40,29,79,70,30,26,82,21,21,19,68,64
"SNJI",3,80,76,14,87,9,85,93,60,20,76,69,62,60,79,66,19,20,86,75
"SNJI",4,77,60,26,85,19,83,74,26,16,69,69,30,36,72,31,27,21,78,81
"SNJI",5,61,84,11,90,7,85,83,87,69,58,68,38,68,42,68,26,77,25,29
"SNJI",6,63,80,34,87,25,80,78,77,65,64,77,70,28,81,77,19,74,73,69
"SNJI",7,81,81,62,74,26,76,76,31,32,69,61,67,31,78,25,22,57,76,64
"SNJI",8,58,79,60,79,24,56,70,73,71,36,62,59,81,61,69,59,72,29,34
"SNJI",9,58,77,27,71,32,69,72,34,71,63,67,29,63,64,39,34,50,74,59
"SNJI",10,62,69,63,69,11,68,71,71,32,37,64,37,36,66,27,31,30,64,64
"SNJI",11,61,72,16,75,20,76,70,76,35,65,72,64,62,56,61,33,34,69,43
"SNJI",12,71,73,26,72,24,73,73,72,76,68,72,33,29,73,27,28,70,67,66
"SNJI",13,75,80,23,75,24,70,76,74,72,75,77,22,19,73,60,37,76,70,65
"SNJI",14,75,81,21,73,29,70,70,77,77,73,74,27,58,71,31,23,26,71,68
"SNJI",15,74,74,14,76,14,72,77,73,23,70,73,32,74,73,33,22,42,71,67
"SNJI",16,74,79,28,69,28,75,70,26,25,68,66,73,30,71,32,25,67,73,65
"SNJI",17,72,72,26,70,32,70,71,24,23,66,31,33,33,70,71,37,32,75,64
"SNJI",18,77,78,20,67,25,67,68,69,24,68,65,33,25,77,36,64,32,66,74
"SNJI",19,80,79,30,76,27,75,79,26,23,70,70,25,36,74,58,31,75,78,70
"SNJI",20,70,76,20,78,23,76,76,23,23,68,69,22,31,69,31,25,27,73,70
"SNJI",21,80,75,22,76,21,72,66,75,73,74,65,57,62,69,65,67,67,73,64
"SNJI",22,73,69,25,73,29,77,73,75,44,68,72,71,35,74,39,29,68,65,67
"SNJI",23,79,74,33,66,41,66,70,29,30,72,71,68,66,69,70,70,71,74,73
"SNJI",24,77,70,19,75,25,75,75,25,27,71,75,27,27,76,30,25,23,69,59
"SNJI",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNJI",26,78,71,26,65,27,68,66,68,35,66,72,32,31,65,35,26,67,67,65
"SNJI",27,79,79,21,76,16,82,82,15,15,80,16,19,15,71,24,26,22,62,73
"SNJI",28,79,79,25,74,29,72,75,28,28,73,27,24,27,71,68,31,68,67,62
"SNJI",29,72,77,31,69,22,66,77,22,28,68,61,26,29,64,32,29,27,66,60
"SNJI",30,75,74,26,70,27,73,72,75,28,72,70,26,31,71,62,29,29,71,72
"SNJI",31,79,69,26,71,22,70,70,25,26,72,28,25,21,70,25,24,19,73,70
"SNJI",32,82,77,25,77,27,69,70,76,70,68,67,31,30,63,40,63,41,65,66
"SNJI",33,71,74,21,72,22,75,75,23,56,69,69,27,67,69,55,72,27,69,71
"SNJI",34,74,75,26,70,26,72,73,26,23,73,28,24,24,68,29,21,22,66,70
"SNJI",35,78,73,20,69,23,66,78,30,26,65,27,34,33,68,34,28,33,66,70
"SNJI",36,77,81,27,74,22,70,72,69,23,70,23,25,27,76,62,19,56,77,75
"SNJI",37,71,73,27,69,19,74,74,20,27,70,22,27,30,70,29,32,35,64,71
"SNJI",38,74,77,18,74,17,74,73,25,23,71,73,23,12,71,20,72,18,75,74
"SNJI",39,78,74,28,72,25,71,78,77,27,70,70,31,29,71,29,31,26,70,75
"SNJI",40,77,78,20,77,22,74,75,16,21,73,70,25,58,76,37,22,22,70,71
"SNJI",41,64,75,20,69,20,70,73,23,19,78,23,17,35,76,73,23,23,82,77
"SNJI",42,68,67,17,70,20,75,77,74,73,78,75,27,28,72,71,24,20,79,75
"SNJI",43,74,77,22,77,25,69,74,76,22,71,74,20,64,64,70,24,27,69,71
"SNJI",44,65,77,19,72,26,74,69,65,25,65,61,35,66,65,37,28,36,62,67
"SNJI",45,75,76,25,71,24,68,72,75,29,70,22,24,70,71,78,18,19,75,68
"SNJI",46,71,74,26,69,25,67,68,23,20,69,27,23,24,67,33,28,34,67,63
"SNJI",47,73,75,20,71,19,70,78,72,69,73,73,22,58,71,76,28,74,70,72
"SNJI",48,82,75,20,72,21,71,74,26,23,77,29,27,32,65,65,26,24,66,68
"SNJI",49,74,77,25,74,26,70,76,28,27,71,74,20,31,70,69,27,39,65,68
"SNJI",50,74,73,25,67,30,70,69,29,22,71,72,28,74,74,29,22,23,79,75
"SNJI",51,75,76,23,72,26,71,72,62,18,72,29,23,28,75,33,28,30,71,75
"SNJI",52,80,78,25,70,22,75,72,23,24,66,56,29,32,70,34,70,31,65,71
"SNJI",53,85,72,27,73,22,74,73,21,28,70,27,23,30,68,32,27,30,67,69
"SNJI",54,75,74,23,69,22,71,78,77,22,77,76,21,30,72,61,26,29,72,72
"SNJI",55,82,72,24,75,21,75,76,23,12,72,67,23,25,64,74,23,28,73,70
"SNJI",56,72,78,25,80,20,84,79,20,18,74,64,17,24,73,72,81,31,71,78
"SNJI",57,76,80,20,77,19,81,77,34,19,77,72,23,22,66,77,21,28,76,72
"SNJI",58,73,78,23,72,25,71,73,23,23,73,72,22,24,76,54,11,29,75,74
"SNJI",59,74,69,33,71,26,71,72,33,27,33,71,30,34,70,71,25,23,29,69
"SNJI",60,80,75,18,75,20,76,78,21,19,75,70,21,25,79,29,20,26,72,79
"SNJI",61,16,79,20,74,22,78,75,22,17,76,77,24,76,79,76,21,19,70,76
"SNJI",62,65,73,24,75,23,74,71,27,20,74,74,26,36,77,69,73,30,72,76
"UZI9",1,88,99,39,96,14,68,68,37,34,69,47,28,61,63,61,28,57,64,64
"UZI9",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UZI9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UZI9",4,80,56,47,69,55,61,66,61,40,55,43,63,56,57,59,42,56,57,62
"UZI9",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UZI9",6,79,97,21,68,24,64,72,79,74,80,30,33,72,69,72,26,77,76,87
"UZI9",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UZI9",8,72,88,62,82,55,85,85,47,15,77,75,22,60,63,69,27,83,73,57
"UZI9",9,70,99,14,90,19,87,97,83,NA,89,91,9,93,92,90,16,78,97,77
"UZI9",10,91,97,24,95,13,88,96,28,20,86,96,15,90,90,95,12,91,86,91
"UZI9",11,78,90,66,90,41,93,95,55,22,79,72,26,76,78,78,29,74,75,65
"UZI9",12,39,92,18,92,11,89,95,14,30,92,85,15,83,95,100,12,85,86,75
"UZI9",13,47,97,69,97,64,87,73,71,30,87,79,33,72,71,72,22,81,82,31
"UZI9",14,87,92,23,79,15,81,76,20,21,79,25,21,76,76,74,18,75,86,78
"UZI9",15,92,89,26,80,25,78,71,82,18,67,66,30,80,79,83,25,72,75,68
"UZI9",16,64,88,67,90,33,70,76,69,27,70,74,34,79,69,77,20,70,77,42
"UZI9",17,85,84,19,76,21,81,82,83,15,77,85,19,79,77,82,22,77,81,22
"UZI9",18,74,89,25,83,31,65,75,24,25,78,22,24,64,67,71,19,33,73,40
"UZI9",19,80,25,13,61,29,28,69,67,25,75,29,34,63,71,65,23,71,26,24
"UZI9",20,77,70,21,69,21,63,65,73,32,67,32,18,69,68,31,20,63,74,30
"UZI9",21,18,7,33,80,24,75,25,33,22,66,23,19,66,26,63,62,31,60,57
"UZI9",22,93,92,21,81,16,83,79,84,25,19,21,14,72,74,82,38,69,75,82
"UZI9",23,82,78,30,80,33,77,85,17,21,75,27,67,70,77,73,28,78,72,31
"UZI9",24,85,33,23,71,23,68,70,19,9,75,19,13,75,80,77,19,20,69,20
"UZI9",25,90,81,21,89,18,76,76,75,26,74,17,12,78,84,81,78,78,84,37
"UZI9",26,90,93,24,84,8,78,69,21,14,76,16,14,83,72,85,13,88,83,17
"UZI9",27,98,89,26,22,13,72,86,26,15,73,77,21,78,79,24,12,83,84,25
"UZI9",28,91,79,25,94,10,89,92,80,14,84,NA,10,85,83,79,21,17,80,80
"UZI9",29,9,90,12,94,17,89,93,14,12,80,28,17,80,88,91,16,77,83,16
"UZI9",30,91,87,25,89,16,89,82,23,17,80,85,1,94,87,83,1,77,80,78
"UZI9",31,100,93,9,95,16,71,27,59,23,68,83,26,28,22,78,19,28,74,73
"UZI9",32,82,87,13,86,13,83,75,23,22,80,28,12,80,75,77,16,76,81,83
"UZI9",33,95,78,9,84,12,96,79,19,20,82,20,16,77,78,83,16,82,90,86
"UZI9",34,87,82,21,82,15,81,77,21,7,82,78,14,78,85,83,17,8,80,17
"UZI9",35,92,73,28,80,16,80,80,19,14,77,75,17,84,84,84,15,78,66,28
"UZI9",36,86,81,8,80,19,77,84,23,10,76,77,11,69,11,88,12,1,83,12
"UZI9",37,89,15,15,85,1,81,65,18,26,85,19,27,91,82,67,13,64,76,76
"UZI9",38,84,88,16,77,12,91,86,9,17,82,18,19,75,71,75,17,17,75,82
"UZI9",39,23,88,13,78,83,64,77,81,56,76,14,19,79,77,82,27,24,75,27
"UZI9",40,24,85,14,71,23,72,71,70,25,21,22,66,68,76,76,79,23,69,76
"UZI9",41,92,81,18,88,22,93,87,18,13,90,17,18,85,84,85,18,90,92,90
"UZI9",42,87,81,9,85,14,88,87,19,14,77,21,17,89,76,86,13,78,88,79
"UZI9",43,97,86,15,88,77,73,68,20,14,64,19,24,80,74,80,73,21,87,16
"UZI9",44,94,92,4,84,11,78,88,16,15,90,14,13,91,79,73,16,79,61,17
"UZI9",45,88,90,8,82,85,82,74,8,21,85,89,25,80,94,90,17,81,78,25
"UZI9",46,91,80,18,83,84,78,86,92,7,78,73,25,77,77,86,5,79,89,96
"UZI9",47,96,82,26,87,88,82,83,91,17,87,16,18,86,84,80,25,71,84,75
"UZI9",48,96,89,21,87,76,85,87,74,16,87,32,13,82,71,84,16,76,75,66
"UZI9",49,93,83,6,81,82,81,85,77,21,76,77,17,81,85,81,10,75,80,78
"UZI9",50,92,76,13,90,82,86,98,76,12,88,88,14,85,81,85,81,85,83,84
"UZI9",51,86,88,27,89,17,82,78,18,15,85,78,15,87,72,80,5,76,93,80
"UZI9",52,93,96,13,93,84,87,94,86,14,93,90,9,86,82,79,11,75,72,82
"UZI9",53,NA,79,14,94,77,90,78,73,16,86,80,12,77,75,71,17,80,73,79
"UZI9",54,90,85,18,83,75,94,78,80,22,84,67,16,88,79,88,21,79,95,97
"UZI9",55,82,89,86,85,15,86,93,86,14,84,88,15,86,84,77,79,79,70,73
"UZI9",56,88,84,16,74,76,82,81,79,19,85,82,1,80,70,73,13,76,74,18
"UZI9",57,84,84,21,80,25,87,88,78,16,72,10,6,71,81,73,19,27,72,21
"UZI9",58,87,94,8,91,21,80,84,20,15,85,82,10,96,80,87,19,80,81,86
"UZI9",59,85,78,15,74,21,74,71,74,20,72,19,14,76,80,75,20,19,83,18
"UZI9",60,100,94,27,85,21,89,89,17,14,89,75,26,79,82,89,13,91,86,80
"UZI9",61,88,84,76,88,14,89,77,80,18,81,77,16,95,87,90,11,88,76,74
"UZI9",62,94,80,12,81,14,82,80,83,21,81,21,24,70,73,84,19,78,74,18
"UZI9",63,83,95,12,85,17,77,81,82,27,86,26,16,82,80,71,16,71,68,22
"UZI9",64,92,94,10,76,18,85,90,18,14,81,24,10,87,77,86,24,87,81,20
"UZI9",65,84,74,17,79,9,67,70,73,7,89,11,5,78,71,75,10,68,72,74
"UZI9",66,82,85,11,80,19,79,79,13,11,80,19,10,81,77,74,19,84,77,74
"UZI9",67,88,91,14,84,20,83,83,22,14,78,13,27,87,24,71,19,76,74,30
"UZI9",68,76,76,18,74,27,83,78,78,18,83,16,20,76,77,80,22,74,76,24
"VN9X",1,78,89,59,89,4,89,90,19,10,59,79,20,80,79,90,1,90,89,90
"VN9X",2,80,81,16,82,4,85,84,85,9,84,84,9,15,79,79,1,79,29,89
"VN9X",3,75,61,32,73,2,41,66,25,24,75,76,26,19,82,79,3,81,71,89
"VN9X",4,81,62,34,87,3,71,67,79,10,85,71,19,25,82,83,16,74,90,88
"VN9X",5,74,85,24,84,18,80,80,61,14,63,80,23,31,81,81,22,21,86,95
"VN9X",6,82,77,15,87,84,85,77,44,5,75,82,15,16,89,85,1,14,22,100
"VN9X",7,68,84,29,78,3,78,80,70,18,79,84,15,89,88,81,1,40,99,100
"VN9X",8,80,85,22,83,3,89,82,13,10,80,81,8,19,82,89,94,15,91,95
"VN9X",9,78,83,23,88,10,88,73,83,12,70,78,14,27,85,80,7,19,85,97
"VN9X",10,75,88,21,87,7,89,70,19,16,63,19,14,20,84,82,8,27,78,100
"VN9X",11,85,87,15,82,11,84,87,24,17,48,79,14,20,19,87,4,48,87,100
"VN9X",12,80,84,15,87,7,86,85,19,6,86,18,10,29,84,90,7,4,94,100
"VN9X",13,83,83,20,86,83,88,76,28,13,87,30,10,20,92,90,1,19,85,100
"VN9X",14,82,91,16,92,3,82,81,14,8,72,19,10,30,80,90,7,12,80,85
"VN9X",15,86,85,23,82,5,86,81,18,16,71,74,19,21,78,78,9,14,88,100
"VN9X",16,76,89,13,91,9,84,87,11,9,70,10,9,15,75,82,6,11,88,100
"VN9X",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VN9X",18,80,87,26,85,17,82,80,11,12,82,20,10,23,15,16,17,10,12,90
"VN9X",19,85,86,13,92,3,92,92,11,14,52,21,26,22,75,85,8,21,84,100
"VN9X",20,80,83,17,80,83,81,88,12,11,79,16,17,14,85,78,7,24,82,100
"VN9X",21,87,86,14,89,12,87,80,15,10,86,18,14,16,79,85,12,82,79,100
"VN9X",22,89,81,17,85,21,88,76,20,16,78,80,12,31,79,82,11,78,90,96
"VN9X",23,88,85,18,82,11,85,75,21,16,82,69,11,21,92,91,4,25,89,100
"VN9X",24,84,69,26,89,12,83,76,17,16,75,26,21,27,74,80,11,10,81,98
"VN9X",25,83,85,16,84,1,94,84,10,10,86,26,19,19,87,86,1,16,91,100
"VN9X",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VN9X",27,86,82,17,88,1,89,86,18,12,72,17,10,22,88,92,1,17,34,100
"VN9X",28,82,65,20,89,7,96,69,19,10,70,19,11,15,77,89,9,83,90,97
"VN9X",29,88,79,20,83,3,95,85,13,11,72,14,13,22,79,79,6,17,99,99
"VN9X",30,82,70,14,90,2,86,81,10,11,86,10,9,22,87,87,12,20,90,98
"VN9X",31,82,67,17,89,11,82,78,73,11,84,25,23,20,86,88,11,9,80,97
"VN9X",32,92,75,23,84,10,84,84,16,11,88,9,10,19,80,85,12,23,87,94
"VN9X",33,87,84,16,82,18,85,86,14,10,67,8,11,20,80,88,1,17,93,100
"VN9X",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VN9X",35,93,82,15,81,17,81,81,14,19,86,17,11,15,82,79,3,73,90,100
"VN9X",36,85,83,10,86,9,77,73,15,16,85,12,15,16,84,80,12,27,98,91
"VN9X",37,85,74,21,89,13,84,81,13,14,84,18,18,33,82,77,13,9,88,100
"VN9X",38,81,90,17,83,16,88,76,14,7,78,21,14,20,82,78,11,79,80,100
"VN9X",39,85,72,16,82,13,79,80,20,17,88,23,17,23,90,88,8,18,80,86
"VN9X",40,88,64,16,91,7,84,74,16,8,68,14,13,18,88,84,7,14,81,93
"VN9X",41,81,77,23,73,14,86,76,30,19,76,20,14,25,82,79,10,11,76,100
"VN9X",42,88,76,17,88,1,91,78,14,11,85,16,9,15,17,83,11,17,68,99
"VN9X",43,91,78,19,88,22,82,84,28,10,80,15,17,25,85,86,85,89,83,96
"VN9X",44,91,67,7,92,17,84,73,18,16,68,16,10,31,90,81,1,9,82,100
"VN9X",45,79,76,22,78,5,81,91,16,12,85,27,13,78,83,81,13,11,89,100
"VN9X",46,86,80,15,81,12,84,74,31,12,79,13,11,18,77,71,11,9,87,100
"VN9X",47,82,76,19,86,82,81,86,15,15,86,18,10,13,85,80,8,10,83,100
"VN9X",48,84,81,12,89,14,90,76,13,9,74,25,16,75,78,81,15,13,91,100
"VN9X",49,93,85,15,85,9,85,15,15,13,72,17,18,18,86,82,11,15,85,100
"VN9X",50,86,80,16,85,4,86,85,15,9,80,18,14,23,77,79,7,11,88,97
"VN9X",51,89,77,18,84,2,91,84,13,4,80,16,10,29,91,77,1,18,85,100
"VN9X",52,93,84,14,87,1,79,87,18,14,89,13,10,30,80,81,1,12,89,98
"VN9X",53,85,69,11,90,16,83,81,17,9,90,15,11,13,86,84,6,12,87,100
"VN9X",54,87,82,16,88,14,78,76,30,8,83,16,13,25,83,82,1,17,97,100
"VN9X",55,86,73,9,84,4,89,79,11,7,74,12,14,32,81,90,6,13,90,100
"VN9X",56,86,69,13,89,11,82,82,16,13,90,15,9,24,81,82,14,11,90,100
"VN9X",57,84,83,10,81,5,83,83,15,1,80,21,7,12,79,85,7,7,92,100
"VN9X",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VN9X",59,90,76,13,82,10,92,74,17,11,81,6,10,25,88,86,10,17,87,97
"VN9X",60,84,69,16,94,14,84,82,30,15,94,16,17,26,80,79,16,14,85,99
"VN9X",61,90,62,14,87,13,83,85,13,14,87,8,13,25,87,75,1,24,81,100
"VN9X",62,87,72,9,95,5,92,81,20,16,78,17,9,28,85,74,7,16,80,100
"VN9X",63,87,69,14,84,12,87,87,11,18,77,10,12,34,78,77,2,14,82,98
"VN9X",64,85,71,15,93,16,81,85,16,12,73,12,11,26,86,76,1,14,85,100
"WPH1",1,65,67,29,63,18,60,44,28,29,51,62,28,24,62,55,11,19,64,54
"WPH1",2,80,75,30,67,22,72,50,24,30,56,72,34,28,68,71,21,24,56,48
"WPH1",3,71,80,11,68,17,73,55,21,24,53,69,18,34,60,30,18,18,71,46
"WPH1",4,77,63,13,73,11,71,51,18,16,52,63,19,23,59,26,17,23,66,19
"WPH1",5,81,78,16,78,13,67,56,12,11,63,64,14,30,59,19,10,21,63,22
"WPH1",6,75,53,16,52,21,55,49,18,19,52,55,21,10,52,56,10,25,52,14
"WPH1",7,NA,58,12,51,15,56,53,5,11,59,49,5,24,54,52,9,18,55,18
"WPH1",8,74,63,37,52,37,51,52,53,19,54,55,36,18,57,20,10,16,50,19
"WPH1",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WPH1",10,83,50,13,49,8,62,58,6,10,49,58,13,9,58,57,4,16,59,22
"WPH1",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WPH1",12,85,61,15,57,50,70,54,30,26,63,62,23,12,51,56,12,19,57,15
"WPH1",13,79,61,27,51,27,53,51,20,17,54,55,15,14,52,55,9,19,51,15
"WPH1",14,74,51,16,50,13,50,53,14,16,50,51,14,16,51,52,11,14,54,12
"WPH1",15,77,56,14,58,13,51,53,15,14,57,58,11,5,54,58,4,7,63,38
"WPH1",16,69,58,29,57,22,56,54,17,33,56,55,25,35,53,55,12,20,57,15
"WPH1",17,84,38,33,56,12,67,59,17,22,48,66,17,9,59,37,16,27,62,45
"WPH1",18,75,55,37,60,20,55,50,41,23,50,56,27,56,57,25,38,44,51,26
"WPH1",19,70,59,33,50,26,49,52,33,29,52,50,32,41,48,52,13,22,56,50
"WPH1",20,68,59,34,57,22,53,59,13,23,53,31,32,24,52,25,12,15,56,38
"WPH1",21,74,59,40,57,29,57,56,20,22,57,61,21,20,52,16,11,25,53,50
"WPH1",22,71,63,30,66,26,51,54,17,17,57,60,16,11,54,18,17,10,64,51
"WPH1",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WPH1",24,81,61,28,67,6,62,57,14,12,56,56,10,10,12,13,10,16,54,40
"WPH1",25,74,56,31,62,31,65,57,25,24,54,57,20,18,55,19,12,12,54,48
"WPH1",26,76,66,11,66,11,63,60,9,10,54,54,10,5,58,11,6,8,59,43
"WPH1",27,77,64,15,66,13,69,54,9,10,58,62,11,9,56,7,10,9,59,65
"WPH1",28,74,59,29,62,3,66,60,12,13,70,26,21,25,59,59,5,14,63,61
"WPH1",29,78,55,10,56,11,68,54,10,11,56,54,9,6,51,63,11,7,61,41
"WPH1",30,78,33,38,72,30,71,58,20,23,56,69,17,11,58,69,8,14,65,32
"WPH1",31,80,49,13,76,15,79,59,19,29,53,55,14,8,57,19,12,20,63,46
"WPH1",32,85,59,26,56,29,54,50,16,21,53,56,16,17,58,50,14,15,57,48
"WPH1",33,77,60,27,56,20,55,58,18,16,61,15,18,21,54,55,21,55,58,15
"WPH1",34,82,57,21,59,12,69,59,19,14,64,61,17,12,66,20,14,12,62,49
"WPH1",35,82,61,22,58,21,57,58,20,27,54,50,16,12,60,57,12,15,57,17
"WPH1",36,81,64,18,71,22,62,58,15,19,62,69,22,23,66,20,18,17,61,48
"WPH1",37,80,53,16,62,12,60,57,15,16,59,58,13,15,56,60,15,15,62,50
"WPH1",38,81,68,20,65,9,66,52,13,11,59,58,15,12,65,15,11,9,65,54
"WPH1",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WPH1",40,79,63,23,70,21,66,64,14,13,60,73,8,9,77,67,10,12,75,12
"WPH1",41,77,62,14,67,21,66,71,16,12,60,65,18,19,64,65,15,15,62,52
"WPH1",42,73,58,13,61,19,59,57,15,13,55,52,12,12,52,53,6,6,52,47
"WPH1",43,78,65,18,66,16,68,61,7,11,60,60,11,7,63,12,11,8,68,50
"WPH1",44,72,65,22,55,8,59,56,15,14,57,53,14,11,56,16,12,7,56,43
"WPH1",45,81,53,24,58,19,52,56,15,15,57,58,12,12,54,24,20,32,63,16
"WPH1",46,77,63,19,62,8,65,56,18,16,58,57,11,18,60,13,10,8,56,49
"WPH1",47,81,69,24,64,20,68,68,18,18,64,63,15,14,62,14,11,11,76,56
"WPH1",48,79,65,22,63,17,61,56,14,15,56,57,13,12,53,14,9,10,55,47
"WPH1",49,85,58,21,63,16,61,58,16,17,60,58,11,49,51,11,16,9,61,47
"WPH1",50,63,43,19,53,21,53,54,17,25,55,52,16,12,53,16,14,14,51,51
"WPH1",51,73,57,16,63,11,61,58,13,14,57,55,11,12,57,12,11,8,59,47
"WPH1",52,78,62,16,58,14,60,52,11,12,58,57,21,17,56,16,16,11,56,38
"WPH1",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WPH1",54,74,58,21,56,12,52,54,12,11,54,54,13,5,52,11,6,9,51,39
"WPH1",55,76,66,22,61,13,63,50,11,10,56,58,11,12,55,11,9,7,58,51
"WPH1",56,73,57,21,54,16,58,55,15,15,56,58,15,11,54,56,13,60,56,64
"WPH1",57,71,59,18,63,17,60,56,17,14,58,59,12,9,59,9,7,14,56,64
"WPH1",58,81,56,14,54,13,53,57,9,60,56,52,22,16,57,19,16,15,55,55
"WPH1",59,79,57,17,67,16,71,64,16,12,59,65,9,9,61,12,8,11,62,56
"WPH1",60,78,57,15,61,11,59,56,14,13,58,56,9,55,63,12,13,9,55,50
"WPH1",61,72,62,25,56,11,59,57,16,17,58,56,18,10,61,14,13,12,56,52
"WPH1",62,74,57,12,59,10,61,57,10,13,58,53,16,12,54,9,9,6,57,51
"WPH1",63,79,59,24,59,15,56,56,11,18,55,56,14,12,53,11,12,11,54,43
