"ID","Time","PAffect","FocusImportantMoments","AllowFeelings","ObserveThoughtsDistance","SelfPole","ChoseValue","CommitAction"
7203,41,NA,NA,NA,NA,NA,NA,NA
7203,42,NA,NA,NA,NA,NA,NA,NA
7205,1,58,55,63,54,70,64,63
7205,2,44.75,70,44,57,55,68,51
7205,3,48.25,82,64,37,47,62,36
7205,4,NA,NA,NA,NA,NA,NA,NA
7205,5,NA,NA,NA,NA,NA,NA,NA
7205,6,55.5,75,73,66,67,34,26
7205,7,46,68,60,42,54,63,62
7205,8,52.75,67,61,60,60,61,54
7205,9,40.5,73,35,32,39,64,75
7205,10,NA,NA,NA,NA,NA,NA,NA
7205,11,51.5,54,51,55,62,62,53
7205,12,58.25,64,58,57,61,57,58
7205,13,NA,NA,NA,NA,NA,NA,NA
7205,14,49.25,66,30,34,74,63,57
7205,15,61.5,68,40,47,59,60,62
7205,16,NA,NA,NA,NA,NA,NA,NA
7205,17,NA,NA,NA,NA,NA,NA,NA
7205,18,NA,NA,NA,NA,NA,NA,NA
7205,19,64,70,73,75,75,76,66
7205,20,NA,NA,NA,NA,NA,NA,NA
7205,21,NA,NA,NA,NA,NA,NA,NA
7205,22,NA,NA,NA,NA,NA,NA,NA
7205,23,55.25,66,65,54,56,51,55
7205,24,55,74,57,54,58,61,62
7205,25,54.5,63,63,36,63,61,55
7205,26,NA,NA,NA,NA,NA,NA,NA
7205,27,62.5,65,59,35,56,52,59
7205,28,NA,NA,NA,NA,NA,NA,NA
7205,29,39.5,47,44,43,65,58,60
7205,30,NA,NA,NA,NA,NA,NA,NA
7205,31,NA,NA,NA,NA,NA,NA,NA
7205,32,NA,NA,NA,NA,NA,NA,NA
7205,33,NA,NA,NA,NA,NA,NA,NA
7205,34,NA,NA,NA,NA,NA,NA,NA
7205,35,62,59,39,48,77,63,60
7205,36,69,74,68,67,74,64,66
7205,37,57.5,68,64,69,69,60,67
7205,38,67.25,79,70,70,78,67,68
7205,39,59.5,69,69,67,70,59,55
7205,40,NA,NA,NA,NA,NA,NA,NA
7205,41,NA,NA,NA,NA,NA,NA,NA
7205,42,NA,NA,NA,NA,NA,NA,NA
7208,1,49.25,23,29,60,53,80,71
7208,2,58.25,58,33,33,68,67,62
7208,3,43,39,28,36,27,62,66
7208,4,NA,NA,NA,NA,NA,NA,NA
7208,5,43.5,72,44,59,62,70,59
7208,6,NA,NA,NA,NA,NA,NA,NA
7208,7,NA,NA,NA,NA,NA,NA,NA
7208,8,NA,NA,NA,NA,NA,NA,NA
7208,9,57.5,24,23,23,22,42,34
7208,10,NA,NA,NA,NA,NA,NA,NA
7208,11,56,61,44,43,47,65,65
7208,12,68.75,74,51,62,40,72,75
7208,13,64,73,28,30,53,78,42
7208,14,51,76,38,41,58,40,67
7208,15,NA,NA,NA,NA,NA,NA,NA
7208,16,NA,NA,NA,NA,NA,NA,NA
7208,17,73.75,76,61,73,63,74,72
7208,18,59.25,88,61,63,80,100,80
7208,19,71.5,84,55,90,71,86,87
7208,20,71.75,80,83,82,81,80,83
7208,21,50.5,79,62,66,64,82,68
7208,22,NA,NA,NA,NA,NA,NA,NA
7208,23,55.5,76,74,73,54,70,54
7208,24,51.5,88,59,74,74,70,75
7208,25,63.25,81,76,76,94,77,80
7208,26,59.75,87,55,53,54,77,72
7208,27,51.75,78,68,65,70,68,68
7208,28,NA,NA,NA,NA,NA,NA,NA
7208,29,62,82,65,91,83,77,82
7208,30,49.5,76,82,85,73,77,71
7208,31,69.75,87,81,73,71,70,67
7208,32,NA,NA,NA,NA,NA,NA,NA
7208,33,57.25,73,73,33,45,62,60
7208,34,NA,NA,NA,NA,NA,NA,NA
7208,35,NA,NA,NA,NA,NA,NA,NA
7208,36,53,72,76,75,74,76,69
7208,37,69.5,56,73,53,56,69,67
7208,38,72,72,68,68,76,84,70
7208,39,NA,NA,NA,NA,NA,NA,NA
7208,40,NA,NA,NA,NA,NA,NA,NA
7208,41,76,86,84,78,83,73,72
7208,42,71.5,75,73,75,76,77,82
7209,1,63.25,99,100,71,52,100,100
7209,2,94.75,98,98,100,100,98,98
7209,3,62.25,72,55,57,63,81,87
7209,4,47.75,66,55,52,51,68,70
7209,5,41.75,50,52,54,70,53,52
7209,6,NA,NA,NA,NA,NA,NA,NA
7209,7,NA,NA,NA,NA,NA,NA,NA
7209,8,NA,NA,NA,NA,NA,NA,NA
7209,9,70,100,81,88,51,83,82
7209,10,NA,NA,NA,NA,NA,NA,NA
7209,11,37,31,38,37,7,53,77
7209,12,NA,NA,NA,NA,NA,NA,NA
7209,13,53.5,72,53,54,51,52,53
7209,14,NA,NA,NA,NA,NA,NA,NA
7209,15,13.75,49,12,10,30,52,50
7209,16,62.5,76,53,54,54,77,77
7209,17,69.75,84,78,78,78,79,80
7209,18,NA,NA,NA,NA,NA,NA,NA
7209,19,64,78,52,52,77,91,89
7209,20,60.25,75,51,52,52,80,79
7209,21,51,86,80,79,50,55,57
7209,22,70,75,74,69,55,77,77
7209,23,62,77,52,80,53,78,79
7209,24,NA,NA,NA,NA,NA,NA,NA
7209,25,40,47,34,56,27,74,78
7209,26,54.75,53,83,86,86,84,54
7209,27,82.25,85,84,81,67,93,94
7209,28,80.25,95,95,76,82,91,89
7209,29,77.25,89,92,91,79,85,86
7209,30,NA,NA,NA,NA,NA,NA,NA
7209,31,59.75,58,55,55,28,54,58
7209,32,NA,NA,NA,NA,NA,NA,NA
7209,33,27.25,24,26,12,11,26,37
7209,34,28,17,25,18,10,17,32
7209,35,48.5,65,68,68,42,54,60
7209,36,NA,NA,NA,NA,NA,NA,NA
7209,37,50.75,70,68,45,42,54,55
7209,38,NA,NA,NA,NA,NA,NA,NA
7209,39,90.5,87,85,89,84,96,96
7209,40,84.75,96,95,75,61,95,92
7209,41,84.5,95,74,95,78,95,95
7209,42,NA,NA,NA,NA,NA,NA,NA
7210,1,58.5,43,66,52,59,69,69
7210,2,NA,NA,NA,NA,NA,NA,NA
7210,3,NA,NA,NA,NA,NA,NA,NA
7210,4,77.5,74,34,46,63,78,93
7210,5,69,80,76,61,80,83,58
7210,6,86.75,63,43,62,76,80,82
7210,7,83,85,42,56,65,82,88
7210,8,NA,NA,NA,NA,NA,NA,NA
7210,9,NA,NA,NA,NA,NA,NA,NA
7210,10,85.5,69,54,77,62,78,81
7210,11,57.25,81,66,67,66,84,91
7210,12,NA,NA,NA,NA,NA,NA,NA
7210,13,NA,NA,NA,NA,NA,NA,NA
7210,14,NA,NA,NA,NA,NA,NA,NA
7210,15,NA,NA,NA,NA,NA,NA,NA
7210,16,68.75,62,68,54,61,76,85
7210,17,60,71,71,72,63,73,61
7210,18,69.5,85,85,73,64,80,90
7210,19,NA,NA,NA,NA,NA,NA,NA
7210,20,NA,NA,NA,NA,NA,NA,NA
7210,21,NA,NA,NA,NA,NA,NA,NA
7210,22,NA,NA,NA,NA,NA,NA,NA
7210,23,71.75,78,75,67,63,83,67
7210,24,NA,NA,NA,NA,NA,NA,NA
7210,25,48.25,77,72,72,63,84,39
7210,26,NA,NA,NA,NA,NA,NA,NA
7210,27,NA,NA,NA,NA,NA,NA,NA
7210,28,NA,NA,NA,NA,NA,NA,NA
7210,29,NA,NA,NA,NA,NA,NA,NA
7210,30,NA,NA,NA,NA,NA,NA,NA
7210,31,NA,NA,NA,NA,NA,NA,NA
7210,32,NA,NA,NA,NA,NA,NA,NA
7210,33,NA,NA,NA,NA,NA,NA,NA
7210,34,NA,NA,NA,NA,NA,NA,NA
7210,35,NA,NA,NA,NA,NA,NA,NA
7210,36,NA,NA,NA,NA,NA,NA,NA
7210,37,NA,NA,NA,NA,NA,NA,NA
7210,38,NA,NA,NA,NA,NA,NA,NA
7210,39,NA,NA,NA,NA,NA,NA,NA
7210,40,NA,NA,NA,NA,NA,NA,NA
7210,41,NA,NA,NA,NA,NA,NA,NA
7210,42,NA,NA,NA,NA,NA,NA,NA
7211,1,57,58,58,41,55,35,43
7211,2,46.75,57,53,57,38,45,23
7211,3,48.75,38,48,52,41,53,64
7211,4,NA,NA,NA,NA,NA,NA,NA
7211,5,46.75,64,68,40,30,58,57
7211,6,52.75,41,38,37,50,58,54
7211,7,48.5,63,65,52,49,51,39
7211,8,NA,NA,NA,NA,NA,NA,NA
7211,9,58,63,73,63,56,72,54
7211,10,NA,NA,NA,NA,NA,NA,NA
7211,11,53.25,57,66,65,55,54,56
7211,12,57.5,54,56,52,53,56,57
7211,13,52.75,75,71,53,52,46,51
7211,14,35.5,59,58,45,51,67,60
7211,15,999,NA,NA,NA,NA,NA,NA
7211,16,NA,NA,NA,NA,NA,NA,NA
7211,17,NA,NA,NA,NA,NA,NA,NA
7211,18,38.25,47,46,48,45,45,58
7211,19,52,55,53,60,59,60,58
7211,20,68.5,59,62,64,58,65,69
7211,21,52.25,61,62,61,58,56,57
7211,22,NA,NA,NA,NA,NA,NA,NA
7211,23,67.5,64,66,67,91,64,84
7211,24,52.25,59,58,55,54,52,54
7211,25,57.75,64,57,57,54,58,59
7211,26,53.75,57,54,67,58,63,60
7211,27,65.75,69,66,73,69,69,71
7211,28,NA,NA,NA,NA,NA,NA,NA
7211,29,53,54,54,55,55,51,57
7211,30,60.25,NA,NA,NA,NA,NA,NA
7211,31,64.75,62,58,61,54,57,58
7211,32,67.5,79,80,78,78,73,67
7211,33,NA,NA,NA,NA,NA,NA,NA
7211,34,NA,NA,NA,NA,NA,NA,NA
7211,35,62,65,62,66,67,64,67
7211,36,66.75,67,66,67,62,61,58
7211,37,66,63,60,65,63,64,61
7211,38,68.75,63,61,63,62,62,60
7211,39,NA,NA,NA,NA,NA,NA,NA
7211,40,NA,NA,NA,NA,NA,NA,NA
7211,41,55.5,39,40,55,56,56,54
7211,42,65.5,69,65,69,60,65,67
7212,1,98.25,99,98,98,98,100,100
7212,2,100,100,98,99,99,100,98
7212,3,98.75,100,99,100,99,100,99
7212,4,NA,NA,NA,NA,NA,NA,NA
7212,5,99.25,100,98,100,100,99,100
7212,6,79.5,88,87,85,82,82,83
7212,7,NA,NA,NA,NA,NA,NA,NA
7212,8,75.75,75,76,76,82,79,79
7212,9,99.5,99,99,98,100,100,100
7212,10,NA,NA,NA,NA,NA,NA,NA
7212,11,99.25,99,99,97,100,97,97
7212,12,98.25,100,100,100,99,100,100
7212,13,99.5,100,100,100,100,100,100
7212,14,NA,NA,NA,NA,NA,NA,NA
7212,15,99.5,100,99,100,100,97,100
7212,16,NA,NA,NA,NA,NA,NA,NA
7212,17,99.75,100,99,100,98,100,98
7212,18,NA,NA,NA,NA,NA,NA,NA
7212,19,97.75,100,99,99,98,96,98
7212,20,99,100,99,100,98,100,98
7212,21,100,100,100,100,100,99,100
7212,22,NA,NA,NA,NA,NA,NA,NA
7212,23,99.5,100,100,97,99,100,99
7212,24,99,100,100,100,99,99,100
7212,25,99.75,100,100,100,100,99,99
7212,26,98,100,99,99,98,97,99
7212,27,99.75,100,98,100,97,98,100
7212,28,NA,NA,NA,NA,NA,NA,NA
7212,29,98.75,NA,NA,NA,NA,NA,NA
7212,30,99.25,100,98,98,99,100,100
7212,31,98.25,100,99,98,100,100,100
7212,32,99.25,99,99,100,100,99,99
7212,33,99,98,98,100,99,100,98
7212,34,NA,NA,NA,NA,NA,NA,NA
7212,35,99.5,100,100,99,99,99,100
7212,36,99.25,100,100,100,99,100,100
7212,37,99.5,100,100,100,99,100,98
7212,38,99,100,100,99,98,100,99
7212,39,98.75,100,100,100,98,99,100
7212,40,NA,NA,NA,NA,NA,NA,NA
7212,41,99.5,100,100,99,100,100,99
7212,42,NA,NA,NA,NA,NA,NA,NA
7214,1,45,47,53,51,51,42,46
7214,2,38.25,38,48,48,51,63,56
7214,3,NA,NA,NA,NA,NA,NA,NA
7214,4,NA,NA,NA,NA,NA,NA,NA
7214,5,54.75,54,57,59,58,60,61
7214,6,67.75,65,62,63,62,62,61
7214,7,62.25,66,67,63,68,72,67
7214,8,68.5,61,65,59,65,65,65
7214,9,NA,NA,NA,NA,NA,NA,NA
7214,10,NA,NA,NA,NA,NA,NA,NA
7214,11,62.75,55,53,60,56,68,67
7214,12,36,33,35,32,33,50,53
7214,13,39,NA,NA,NA,NA,NA,NA
7214,14,53,35,40,37,41,57,60
7214,15,66.75,49,64,67,65,66,67
7214,16,NA,NA,NA,NA,NA,NA,NA
7214,17,60.25,53,52,53,74,62,64
7214,18,53.5,44,42,52,54,56,54
7214,19,20.75,18,11,10,36,17,15
7214,20,35.75,30,26,24,55,29,30
7214,21,52.5,55,59,52,53,54,54
7214,22,NA,NA,NA,NA,NA,NA,NA
7214,23,49.25,46,47,39,51,54,53
7214,24,45.25,43,42,42,53,51,54
7214,25,60.75,43,55,53,64,54,53
7214,26,NA,NA,NA,NA,NA,NA,NA
7214,27,NA,NA,NA,NA,NA,NA,NA
7214,28,NA,NA,NA,NA,NA,NA,NA
7214,29,37,53,53,41,41,54,54
7214,30,56.5,NA,NA,NA,NA,NA,NA
7214,31,58,28,38,49,53,56,54
7214,32,45.25,51,40,36,54,54,55
7214,33,53.5,47,43,54,55,52,53
7214,34,NA,NA,NA,NA,NA,NA,NA
7214,35,66,66,63,61,75,57,55
7214,36,63.25,63,58,55,70,63,59
7214,37,NA,NA,NA,NA,NA,NA,NA
7214,38,NA,NA,NA,NA,NA,NA,NA
7214,39,68,75,75,53,63,53,51
7214,40,NA,NA,NA,NA,NA,NA,NA
7214,41,14.25,23,20,11,19,51,53
7214,42,NA,NA,NA,NA,NA,NA,NA
7216,1,67.75,61,47,54,67,59,93
7216,2,55,58,54,0,60,68,77
7216,3,84.5,75,69,66,71,90,98
7216,4,77.75,77,69,57,75,78,99
7216,5,60,48,38,69,53,43,64
7216,6,NA,NA,NA,NA,NA,NA,NA
7216,7,56.75,81,74,56,71,100,98
7216,8,59.75,80,53,45,54,77,97
7216,9,NA,NA,NA,NA,NA,NA,NA
7216,10,87.25,88,56,49,85,93,94
7216,11,82.25,68,25,30,63,62,56
7216,12,NA,NA,NA,NA,NA,NA,NA
7216,13,49.5,56,40,34,50,69,79
7216,14,42,75,50,29,49,90,75
7216,15,84.75,71,62,62,63,97,99
7216,16,91,79,67,61,74,94,97
7216,17,87.75,77,68,61,76,100,96
7216,18,NA,NA,NA,NA,NA,NA,NA
7216,19,84.5,88,63,54,72,88,97
7216,20,32.5,75,27,34,27,87,94
7216,21,81,80,71,69,63,100,88
7216,22,91.5,92,55,54,73,91,91
7216,23,79,74,60,53,65,71,77
7216,24,NA,NA,NA,NA,NA,NA,NA
7216,25,80.25,81,54,56,72,79,88
7216,26,79.25,79,71,69,70,82,96
7216,27,83.5,72,55,30,55,77,98
7216,28,72.25,77,59,55,69,73,75
7216,29,68.5,54,38,46,52,66,77
7216,30,NA,NA,NA,NA,NA,NA,NA
7216,31,77.75,73,29,27,55,72,93
7216,32,86.25,78,53,51,63,78,85
7216,33,76,70,60,57,61,94,92
7216,34,69.25,77,57,54,67,78,95
7216,35,NA,NA,NA,NA,NA,NA,NA
7216,36,NA,NA,NA,NA,NA,NA,NA
7216,37,86.5,85,29,32,54,98,99
7216,38,76.25,78,55,38,75,90,98
7216,39,80.75,74,63,60,65,90,97
7216,40,83,79,56,42,77,85,98
7216,41,34.5,26,26,1,0,2,52
7216,42,NA,NA,NA,NA,NA,NA,NA
7219,1,42,51,55,17,14,54,60
7219,2,57.5,52,53,57,29,51,70
7219,3,44,54,57,27,36,61,55
7219,4,NA,NA,NA,NA,NA,NA,NA
7219,5,47,NA,NA,NA,NA,NA,NA
7219,6,57,48,50,53,55,66,61
7219,7,NA,NA,NA,NA,NA,NA,NA
7219,8,NA,NA,NA,NA,NA,NA,NA
7219,9,NA,NA,NA,NA,NA,NA,NA
7219,10,NA,NA,NA,NA,NA,NA,NA
7219,11,NA,NA,NA,NA,NA,NA,NA
7219,12,61.25,58,56,55,7,52,52
7219,13,NA,NA,NA,NA,NA,NA,NA
7219,14,NA,NA,NA,NA,NA,NA,NA
7219,15,NA,NA,NA,NA,NA,NA,NA
7219,16,NA,NA,NA,NA,NA,NA,NA
7219,17,32.75,49,54,51,66,75,70
7219,18,60,62,62,42,58,76,100
7219,19,NA,NA,NA,NA,NA,NA,NA
7219,20,NA,NA,NA,NA,NA,NA,NA
7219,21,82,66,73,71,82,74,71
7219,22,NA,NA,NA,NA,NA,NA,NA
7219,23,NA,NA,NA,NA,NA,NA,NA
7219,24,NA,NA,NA,NA,NA,NA,NA
7219,25,NA,NA,NA,NA,NA,NA,NA
7219,26,32.75,56,4,53,29,52,70
7219,27,54.25,59,57,32,57,61,63
7219,28,NA,NA,NA,NA,NA,NA,NA
7219,29,NA,NA,NA,NA,NA,NA,NA
7219,30,49,51,47,41,49,41,41
7219,31,NA,NA,NA,NA,NA,NA,NA
7219,32,NA,NA,NA,NA,NA,NA,NA
7219,33,NA,NA,NA,NA,NA,NA,NA
7219,34,NA,NA,NA,NA,NA,NA,NA
7219,35,NA,NA,NA,NA,NA,NA,NA
7219,36,NA,NA,NA,NA,NA,NA,NA
7219,37,NA,NA,NA,NA,NA,NA,NA
7219,38,NA,NA,NA,NA,NA,NA,NA
7219,39,NA,NA,NA,NA,NA,NA,NA
7219,40,NA,NA,NA,NA,NA,NA,NA
7219,41,NA,NA,NA,NA,NA,NA,NA
7219,42,NA,NA,NA,NA,NA,NA,NA
7221,1,62,73,67,58,62,37,55
7221,2,55.5,65,48,63,55,37,29
7221,3,46.5,40,69,33,44,24,100
7221,4,47.75,32,67,15,53,59,33
7221,5,55.5,36,37,52,68,60,58
7221,6,NA,NA,NA,NA,NA,NA,NA
7221,7,43.25,78,66,40,65,72,32
7221,8,33.5,32,70,37,67,36,34
7221,9,43.75,73,66,26,72,39,38
7221,10,NA,NA,NA,NA,NA,NA,NA
7221,11,39.75,33,55,36,49,36,24
7221,12,NA,NA,NA,NA,NA,NA,NA
7221,13,62,56,28,44,76,10,29
7221,14,39.5,65,19,17,55,32,18
7221,15,37.25,38,68,20,39,39,35
7221,16,53.25,72,64,38,43,40,35
7221,17,43,54,61,31,49,41,20
7221,18,NA,NA,NA,NA,NA,NA,NA
7221,19,27.75,29,56,9,40,13,6
7221,20,26.75,16,54,3,24,9,4
7221,21,35.25,46,67,32,45,33,24
7221,22,95,79,54,89,81,85,80
7221,23,82.75,74,55,37,55,67,75
7221,24,NA,NA,NA,NA,NA,NA,NA
7221,25,52.5,46,50,28,48,25,28
7221,26,47.75,56,54,16,36,37,19
7221,27,54.75,77,39,38,66,25,29
7221,28,NA,NA,NA,NA,NA,NA,NA
7221,29,40.75,25,20,16,27,23,18
7221,30,NA,NA,NA,NA,NA,NA,NA
7221,31,32.75,31,15,25,56,31,19
7221,32,NA,NA,NA,NA,NA,NA,NA
7221,33,NA,NA,NA,NA,NA,NA,NA
7221,34,48.5,53,18,51,44,33,29
7221,35,29.25,46,12,20,53,22,11
7221,36,NA,NA,NA,NA,NA,NA,NA
7221,37,67.5,31,39,43,69,55,30
7221,38,70,54,42,54,64,55,33
7221,39,NA,NA,NA,NA,NA,NA,NA
7221,40,NA,NA,NA,NA,NA,NA,NA
7221,41,NA,NA,NA,NA,NA,NA,NA
7221,42,NA,NA,NA,NA,NA,NA,NA
7222,1,65.5,65,27,62,57,61,68
7222,2,65,60,35,42,47,61,58
7222,3,73.25,72,68,56,61,78,79
7222,4,60,51,38,39,42,56,68
7222,5,NA,NA,NA,NA,NA,NA,NA
7222,6,NA,NA,NA,NA,NA,NA,NA
7222,7,90.25,77,83,44,73,78,79
7222,8,67,70,83,52,60,86,92
7222,9,76,72,45,40,55,68,86
7222,10,86.75,69,76,64,100,100,92
7222,11,NA,NA,NA,NA,NA,NA,NA
7222,12,66.75,78,68,75,57,81,80
7222,13,NA,NA,NA,NA,NA,NA,NA
7222,14,52.5,64,59,63,64,83,74
7222,15,44.75,67,68,52,40,56,67
7222,16,NA,NA,NA,NA,NA,NA,NA
7222,17,NA,NA,NA,NA,NA,NA,NA
7222,18,37.75,79,70,38,35,48,60
7222,19,NA,NA,NA,NA,NA,NA,NA
7222,20,76,73,70,52,43,62,66
7222,21,78.25,74,63,57,56,73,77
7222,22,78.75,69,67,62,86,75,79
7222,23,NA,NA,NA,NA,NA,NA,NA
7222,24,NA,NA,NA,NA,NA,NA,NA
7222,25,NA,NA,NA,NA,NA,NA,NA
7222,26,69.25,64,66,59,62,68,70
7222,27,68.25,70,67,54,60,72,73
7222,28,77.5,61,49,59,53,68,74
7222,29,NA,NA,NA,NA,NA,NA,NA
7222,30,72.5,69,60,47,62,63,67
7222,31,63.5,64,61,48,56,64,71
7222,32,59,64,63,47,54,56,56
7222,33,NA,NA,NA,NA,NA,NA,NA
7222,34,72,64,60,54,59,70,78
7222,35,NA,NA,NA,NA,NA,NA,NA
7222,36,NA,NA,NA,NA,NA,NA,NA
7222,37,61.75,65,67,71,68,72,71
7222,38,69,70,64,62,64,66,64
7222,39,71,62,65,56,64,71,71
7222,40,74.75,66,67,57,69,65,75
7222,41,NA,NA,NA,NA,NA,NA,NA
7222,42,NA,NA,NA,NA,NA,NA,NA
7227,1,62,72,54,74,59,50,63
7227,2,32,50,37,39,32,53,57
7227,3,16.5,38,33,39,32,42,45
7227,4,36.25,43,53,60,74,33,39
7227,5,NA,NA,NA,NA,NA,NA,NA
7227,6,35,58,50,54,20,50,56
7227,7,25,54,33,33,50,52,17
7227,8,13,31,51,32,25,43,24
7227,9,36.5,24,33,31,13,44,26
7227,10,0,26,20,21,7,14,21
7227,11,NA,NA,NA,NA,NA,NA,NA
7227,12,23,42,38,50,25,43,29
7227,13,45.5,57,42,28,14,40,38
7227,14,23.5,45,45,45,11,44,46
7227,15,25.25,58,55,57,29,44,41
7227,16,32.5,48,45,52,39,43,36
7227,17,NA,NA,NA,NA,NA,NA,NA
7227,18,43.75,74,73,69,71,76,76
7227,19,53.25,77,77,78,51,67,77
7227,20,51,77,75,74,37,67,63
7227,21,58,74,73,80,53,57,70
7227,22,NA,NA,NA,NA,NA,NA,NA
7227,23,NA,NA,NA,NA,NA,NA,NA
7227,24,40.5,32,33,30,21,29,55
7227,25,55,55,52,50,33,46,47
7227,26,38.5,56,57,59,47,57,50
7227,27,59.75,65,66,61,45,65,68
7227,28,NA,NA,NA,NA,NA,NA,NA
7227,29,NA,NA,NA,NA,NA,NA,NA
7227,30,73.25,82,82,75,75,69,73
7227,31,82,75,78,76,78,76,76
7227,32,36,62,60,60,14,55,56
7227,33,3.5,32,29,26,17,46,41
7227,34,41,52,51,27,26,33,43
7227,35,NA,NA,NA,NA,NA,NA,NA
7227,36,50,54,52,56,39,56,60
7227,37,35.75,73,64,78,48,72,63
7227,38,49.75,72,54,75,54,72,63
7227,39,1.25,25,39,69,0,54,24
7227,40,0,43,43,19,0,44,40
7227,41,NA,NA,NA,NA,NA,NA,NA
7227,42,5,32,35,28,0,42,34
7237,1,33.75,73,61,50,53,41,36
7237,2,NA,NA,NA,NA,NA,NA,NA
7237,3,28.75,76,75,40,52,38,26
7237,4,7,61,56,15,16,52,16
7237,5,47.75,54,57,61,59,69,68
7237,6,52,65,60,74,67,74,78
7237,7,87.75,80,73,72,84,78,80
7237,8,NA,NA,NA,NA,NA,NA,NA
7237,9,55.75,68,58,67,70,70,61
7237,10,64.5,69,72,75,67,73,79
7237,11,47,61,73,81,69,69,84
7237,12,56.75,67,71,68,61,73,76
7237,13,66.75,79,67,67,65,81,85
7237,14,NA,NA,NA,NA,NA,NA,NA
7237,15,31.25,64,70,68,59,72,64
7237,16,24.25,71,68,72,68,73,71
7237,17,23.25,71,76,75,70,74,71
7237,18,27.5,68,59,55,62,63,62
7237,19,64.75,69,74,76,74,73,75
7237,20,NA,NA,NA,NA,NA,NA,NA
7237,21,21,38,66,64,56,72,50
7237,22,37.5,78,70,72,76,70,53
7237,23,35,64,79,75,67,78,61
7237,24,26.75,75,73,70,74,74,73
7237,25,58,66,71,65,70,72,55
7237,26,NA,NA,NA,NA,NA,NA,NA
7237,27,66.25,68,67,71,71,75,72
7237,28,69.25,68,75,72,73,76,64
7237,29,62,78,76,72,68,76,76
7237,30,57.25,66,72,71,69,73,75
7237,31,58.25,69,73,70,68,56,39
7237,32,NA,NA,NA,NA,NA,NA,NA
7237,33,63.5,69,73,69,78,75,64
7237,34,15.5,51,31,25,17,27,35
7237,35,66.75,66,63,74,59,47,58
7237,36,74.25,80,56,42,58,64,66
7237,37,43,56,50,58,55,58,51
7237,38,NA,NA,NA,NA,NA,NA,NA
7237,39,34.25,50,54,60,60,48,32
7237,40,40.5,73,67,65,60,69,53
7237,41,29,70,77,67,32,40,3
7237,42,NA,NA,NA,NA,NA,NA,NA
7240,1,84.25,82,64,100,87,90,92
7240,2,NA,NA,NA,NA,NA,NA,NA
7240,3,88.25,83,82,85,94,100,91
7240,4,NA,NA,NA,NA,NA,NA,NA
7240,5,79.5,72,74,85,81,82,90
7240,6,79.5,90,78,91,92,91,88
7240,7,NA,NA,NA,NA,NA,NA,NA
7240,8,90.5,100,90,98,92,98,95
7240,9,85,88,82,92,87,93,90
7240,10,NA,NA,NA,NA,NA,NA,NA
7240,11,76.75,76,74,82,83,82,71
7240,12,85.5,85,85,88,94,91,95
7240,13,85,86,88,79,91,92,94
7240,14,NA,NA,NA,NA,NA,NA,NA
7240,15,86.5,82,78,71,88,91,95
7240,16,NA,NA,NA,NA,NA,NA,NA
7240,17,87,85,83,94,93,92,77
7240,18,80.25,82,90,96,91,79,84
7240,19,NA,NA,NA,NA,NA,NA,NA
7240,20,92,96,92,98,95,97,100
7240,21,86.75,88,88,83,92,88,86
7240,22,NA,NA,NA,NA,NA,NA,NA
7240,23,NA,NA,NA,NA,NA,NA,NA
7240,24,NA,NA,NA,NA,NA,NA,NA
7240,25,NA,NA,NA,NA,NA,NA,NA
7240,26,NA,NA,NA,NA,NA,NA,NA
7240,27,NA,NA,NA,NA,NA,NA,NA
7240,28,NA,NA,NA,NA,NA,NA,NA
7240,29,87.75,87,88,93,82,83,93
7240,30,85.5,89,87,100,92,85,87
7240,31,NA,NA,NA,NA,NA,NA,NA
7240,32,86,88,86,100,89,86,94
7240,33,NA,NA,NA,NA,NA,NA,NA
7240,34,NA,NA,NA,NA,NA,NA,NA
7240,35,83.25,89,86,100,87,81,84
7240,36,80,87,87,83,89,85,79
7240,37,NA,NA,NA,NA,NA,NA,NA
7240,38,NA,NA,NA,NA,NA,NA,NA
7240,39,88.25,93,88,100,90,88,92
7240,40,NA,NA,NA,NA,NA,NA,NA
7240,41,NA,NA,NA,NA,NA,NA,NA
7240,42,NA,NA,NA,NA,NA,NA,NA
7243,1,26.5,28,29,9,55,49,14
7243,2,NA,NA,NA,NA,NA,NA,NA
7243,3,NA,NA,NA,NA,NA,NA,NA
7243,4,NA,NA,NA,NA,NA,NA,NA
7243,5,NA,NA,NA,NA,NA,NA,NA
7243,6,NA,NA,NA,NA,NA,NA,NA
7243,7,19.25,58,22,49,38,17,12
7243,8,NA,NA,NA,NA,NA,NA,NA
7243,9,8.75,28,51,24,7,57,16
7243,10,15,26,58,24,13,10,10
7243,11,7.75,16,53,24,42,44,28
7243,12,9.25,50,45,35,35,37,10
7243,13,NA,NA,NA,NA,NA,NA,NA
7243,14,NA,NA,NA,NA,NA,NA,NA
7243,15,16.5,34,52,52,21,44,22
7243,16,NA,NA,NA,NA,NA,NA,NA
7243,17,NA,NA,NA,NA,NA,NA,NA
7243,18,NA,NA,NA,NA,NA,NA,NA
7243,19,17.25,41,50,39,27,64,38
7243,20,NA,NA,NA,NA,NA,NA,NA
7243,21,12.25,50,41,25,42,20,27
7243,22,NA,NA,NA,NA,NA,NA,NA
7243,23,22.25,42,49,31,25,30,27
7243,24,NA,NA,NA,NA,NA,NA,NA
7243,25,NA,NA,NA,NA,NA,NA,NA
